UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,8,2020,84,1078869,444732,634137,382227,533696,34186,61471,2876,4057,21211,29084,520,684,3712,5145,385349,537970,35024,62896,5013,7087,22385,30543,980,1255,407924,578763,348280,482676,32791,59369,2211,3088,20966,28690,453,582,3223,4358,350985,486269,33418,60446,4095,5713,22022,29971,861,1090,36808,55374,33947,51020,1395,2102,665,969,245,394,67,102,489,787,34364,51701,1606,2450,918,1374,363,572,119,165
R,8,2020,85,993942,401359,592583,345931,500071,30300,56593,2568,3746,18815,26725,472,614,3273,4834,348692,504073,31036,57861,4446,6565,19829,28137,904,1180,367921,540613,315003,452139,29103,54660,1972,2827,18578,26346,416,511,2849,4130,317399,455535,29669,55629,3645,5302,19476,27586,803,1001,33438,51970,30928,47932,1197,1933,596,919,237,379,56,103,424,704,31293,48538,1367,2232,801,1263,353,551,101,179
R,8,2020,86,856469,340096,516373,293128,435705,25510,49337,2092,3125,16146,23440,434,551,2786,4215,295513,439255,26127,50470,3661,5541,17042,24717,769,1041,311863,471730,266963,394489,24553,47672,1581,2355,15959,23113,373,478,2434,3623,269042,397529,25028,48535,2980,4479,16757,24242,672,909,28233,44643,26165,41216,957,1665,511,770,187,327,61,73,352,592,26471,41726,1099,1935,681,1062,285,475,97,132
R,8,2020,87,778770,302159,476611,261226,402885,22075,44505,1847,2841,14246,22135,362,476,2403,3769,263272,406025,22608,45494,3183,5019,15046,23239,650,953,277949,436526,238790,365783,21217,43036,1429,2187,14083,21859,317,413,2113,3248,240582,368473,21633,43803,2623,4111,14806,22842,576,839,24210,40085,22436,37102,858,1469,418,654,163,276,45,63,290,521,22690,37552,975,1691,560,908,240,397,74,114
R,8,2020,88,704634,267007,437627,232104,372300,18628,39304,1547,2521,12317,19620,319,421,2092,3461,233888,375205,19105,40241,2701,4507,13006,20603,598,843,245338,401082,211925,338483,17940,37980,1168,1911,12167,19371,279,370,1859,2967,213507,340955,18326,38718,2198,3651,12798,20236,531,733,21669,36545,20179,33817,688,1324,379,610,150,249,40,51,233,494,20381,34250,779,1523,503,856,208,367,67,110
R,8,2020,89,626033,231840,394193,202730,337541,15271,33702,1274,2164,10496,17461,272,366,1797,2959,204265,340011,15670,34523,2267,3865,11105,18319,499,715,212773,361740,184954,307483,14683,32560,946,1601,10391,17259,240,315,1559,2522,186283,309571,14989,33188,1815,3087,10932,18006,438,626,19067,32453,17776,30058,588,1142,328,563,105,202,32,51,238,437,17982,30440,681,1335,452,778,173,313,61,89
R,8,2020,90,562819,202577,360242,176564,307758,13540,31015,1175,1961,9506,16446,242,351,1550,2711,177881,310030,13891,31738,2047,3522,10001,17233,441,671,185759,330613,160885,280217,13000,30021,881,1477,9421,16260,218,300,1354,2338,162034,282168,13277,30571,1647,2860,9866,16958,394,583,16818,29629,15679,27541,540,994,294,484,85,186,24,51,196,373,15847,27862,614,1167,400,662,135,275,47,88
R,8,2020,91,467829,163771,304058,143202,260604,10547,25851,922,1505,7621,13522,190,305,1289,2271,144287,262490,10847,26492,1667,2810,8022,14158,353,585,150357,279926,130728,238214,10115,24996,697,1127,7537,13368,168,266,1112,1955,131660,239826,10342,25500,1357,2275,7887,13929,307,513,13414,24132,12474,22390,432,855,225,378,84,154,22,39,177,316,12627,22664,505,992,310,535,135,229,46,72
R,8,2020,92,400279,135519,264760,118653,227476,8560,22056,748,1336,6368,11666,131,240,1059,1986,119551,229128,8791,22594,1336,2477,6715,12234,272,501,124693,244513,108533,208734,8226,21319,568,998,6316,11536,114,204,936,1722,109325,210151,8416,21745,1092,2012,6635,12041,240,431,10826,20247,10120,18742,334,737,180,338,52,130,17,36,123,264,10226,18977,375,849,244,465,80,193,32,70
R,8,2020,93,332821,109248,223573,95384,192205,6947,18531,573,1136,5365,9867,107,192,872,1642,96123,193587,7155,18970,1066,2091,5638,10328,209,390,100870,207252,87519,177094,6712,17923,455,865,5321,9760,94,165,769,1445,88172,178304,6878,18275,894,1723,5566,10174,184,342,8378,16321,7865,15111,235,608,118,271,44,107,13,27,103,197,7951,15283,277,695,172,368,72,154,25,48
R,8,2020,94,267351,84683,182668,73728,156798,5470,15235,449,901,4273,8212,82,177,681,1345,74303,157925,5638,15613,835,1667,4486,8582,166,339,78077,169404,67572,144493,5268,14774,341,684,4234,8123,72,154,590,1176,68070,145477,5397,15077,680,1367,4420,8452,143,299,6606,13264,6156,12305,202,461,108,217,39,89,10,23,91,169,6233,12448,241,536,155,300,66,130,23,40
R,8,2020,95,214886,65321,149565,56585,128295,4198,12318,362,720,3581,6924,58,152,537,1156,57037,129259,4324,12679,657,1390,3761,7215,129,276,60374,139047,51968,118546,4056,11936,275,556,3552,6851,50,134,473,1024,52368,119398,4156,12238,537,1161,3709,7107,111,242,4947,10518,4617,9749,142,382,87,164,29,73,8,18,64,132,4669,9861,168,441,120,229,52,108,18,34
R,8,2020,96,165648,48705,116943,41962,100501,3145,9458,258,567,2885,5473,52,110,403,834,42305,101198,3251,9701,482,1051,3020,5705,97,208,45013,109165,38520,93290,3032,9178,199,439,2861,5420,47,97,354,741,38823,93907,3115,9379,399,875,2978,5629,84,184,3692,7778,3442,7211,113,280,59,128,24,53,5,13,49,93,3482,7291,136,322,83,176,42,76,13,24
R,8,2020,97,123292,35405,87887,30300,75201,2293,7238,205,401,2252,4298,36,82,319,667,30565,75750,2377,7440,375,790,2364,4470,80,166,32696,82192,27771,69901,2216,7035,160,320,2236,4266,31,73,282,597,28005,70388,2285,7205,310,675,2337,4419,68,150,2709,5695,2529,5300,77,203,45,81,16,32,5,9,37,70,2560,5362,92,235,65,115,27,51,12,16
R,8,2020,98,90106,24830,65276,21065,55829,1621,5383,136,300,1757,3195,25,74,226,495,21255,56235,1682,5535,262,582,1834,3328,56,140,23056,61146,19411,52005,1569,5230,111,242,1741,3166,21,67,203,436,19583,52361,1618,5358,222,492,1812,3283,49,123,1774,4130,1654,3824,52,153,25,58,16,29,4,7,23,59,1672,3874,64,177,40,90,22,45,7,17
R,8,2020,99,64356,17268,47088,14657,40066,1103,3917,91,224,1233,2440,20,48,164,393,14795,40380,1150,4046,181,446,1289,2549,42,103,16097,44220,13570,37425,1068,3811,71,180,1227,2424,16,44,145,336,13692,37695,1109,3917,150,376,1277,2513,34,88,1171,2868,1087,2641,35,106,20,44,6,16,4,4,19,57,1103,2685,41,129,31,70,12,36,8,15
R,8,2020,100,110811,26681,84130,21562,69065,1980,8078,172,428,2621,5733,48,101,298,725,21799,69644,2072,8340,328,828,2720,5922,97,205,24885,79263,19919,64588,1922,7884,137,366,2606,5694,42,91,259,640,20126,65097,1998,8107,273,726,2690,5861,82,184,1796,4867,1643,4477,58,194,35,62,15,39,6,10,39,85,1673,4547,74,233,55,102,30,61,15,21
R,9,2020,999,330215986,162636723,167579263,124584045,126724886,21316975,23169801,2133355,2105576,9517696,10421265,416689,405908,4667963,4751827,128748821,130942301,23428491,25363045,3502046,3536785,11250315,12150190,826381,819692,131469134,136972531,97202209,99878258,19841042,21645036,1206367,1245791,9212670,10114920,305391,301973,3701455,3786553,100503465,103235992,21501721,23379796,2173067,2277872,10679390,11577855,625342,626816,31167589,30606732,27381836,26846628,1475933,1524765,926988,859785,305026,306345,111298,103935,966508,965274,28245356,27706309,1926770,1983249,1328979,1258913,570925,572335,201039,192876
R,9,2020,0,3783803,1935521,1848282,1387127,1324200,291393,278594,31320,29886,95943,91688,5702,5476,124036,118438,1501772,1433673,360020,344127,55046,52549,140679,134394,14193,13585,1426652,1362556,952625,909469,264125,252549,16072,15342,90350,86363,3901,3751,99579,95082,1045129,997798,320318,306208,31513,30089,127544,121868,10128,9698,508869,485726,434502,414731,27268,26045,15248,14544,5593,5325,1801,1725,24457,23356,456643,435875,39702,37919,23533,22460,13135,12526,4065,3887
R,9,2020,1,3798116,1942498,1855618,1395792,1331146,291871,280974,31251,29890,98733,94079,5739,5546,119112,113983,1505616,1436240,356712,343212,54710,52316,142248,135566,14057,13488,1436204,1371396,962922,917313,264752,254927,16104,15370,93143,88767,3940,3807,95343,91212,1051251,1001816,317582,305641,31402,29979,129347,123269,10060,9646,506294,484222,432870,413833,27119,26047,15147,14520,5590,5312,1799,1739,23769,22771,454365,434424,39130,37571,23308,22337,12901,12297,3997,3842
R,9,2020,2,3832744,1959998,1872746,1410505,1342556,293090,285447,31351,30117,102074,96415,5806,5591,117172,112620,1518403,1446262,356166,346654,54781,52555,145288,137513,14072,13465,1451644,1384452,975425,925087,265890,259096,16211,15454,96458,91068,4004,3837,93656,89910,1062061,1008258,317130,308797,31510,30054,132452,125256,10108,9641,508354,488294,435080,417469,27200,26351,15140,14663,5616,5347,1802,1754,23516,22710,456342,438004,39036,37857,23271,22501,12836,12257,3964,3824
R,9,2020,3,3918382,2003443,1914939,1440216,1371175,299444,291942,31973,30721,106273,100426,5958,5734,119579,114941,1550305,1477004,363761,354388,55848,53595,150461,142422,14402,13773,1483005,1414800,994654,943458,271629,264950,16510,15745,100535,94974,4113,3943,95564,91730,1083029,1028294,323845,315611,32085,30610,137363,129925,10353,9873,520438,500139,445562,427717,27815,26992,15463,14976,5738,5452,1845,1791,24015,23211,467276,448710,39916,38777,23763,22985,13098,12497,4049,3900
R,9,2020,4,4003660,2045578,1958082,1467395,1398260,307229,300260,32663,31537,110264,104660,6116,5928,121911,117437,1579585,1506330,372859,364068,56993,54895,155322,147599,14724,14174,1510461,1443563,1009021,958025,278836,272673,16735,16062,104360,99067,4216,4087,97293,93649,1098950,1044572,332058,324400,32554,31229,141884,134792,10570,10171,535117,514519,458374,440235,28393,27587,15928,15475,5904,5593,1900,1841,24618,23788,480635,461758,40801,39668,24439,23666,13438,12807,4154,4003
R,9,2020,5,4049809,2070292,1979517,1483663,1413639,310050,302427,32710,31695,114647,107903,6173,5983,123049,117870,1596896,1522106,376132,366260,57259,55162,160249,151188,14883,14220,1533326,1462009,1023680,970755,281066,274449,17068,16221,108841,102347,4302,4141,98369,94096,1114583,1057709,334619,326184,33111,31466,146963,138469,10773,10255,536966,517508,459983,442884,28984,27978,15642,15474,5806,5556,1871,1842,24680,23774,482313,464397,41513,40076,24148,23696,13286,12719,4110,3965
R,9,2020,6,4049534,2071760,1977774,1486760,1412990,310436,302692,33104,31958,113473,107429,6020,5811,121967,116894,1598988,1520568,375575,366024,57621,55381,158852,150159,14790,14055,1538188,1465728,1029941,974861,281275,274651,17360,16690,107878,102096,4232,4083,97502,93347,1120052,1061138,334029,325995,33414,31979,145815,137727,10733,10196,533572,512046,456819,438129,29161,28041,15744,15268,5595,5333,1788,1728,24465,23547,478936,459430,41546,40029,24207,23402,13037,12432,4057,3859
R,9,2020,7,4021575,2055075,1966500,1473567,1406098,308830,301091,33058,31702,113468,106990,5966,5720,120186,114899,1584056,1511665,372647,362931,57313,54985,158467,149318,14778,13977,1526880,1457323,1020608,969428,280406,273708,17532,16809,108084,101700,4224,3986,96026,91692,1109269,1054029,332037,323800,33418,32047,145712,136989,10715,10022,528195,509177,452959,436670,28424,27383,15526,14893,5384,5290,1742,1734,24160,23207,474787,457636,40610,39131,23895,22938,12755,12329,4063,3955
R,9,2020,8,4030849,2059924,1970925,1481752,1413958,309319,300290,33420,32286,111089,105312,5801,5578,118543,113501,1590679,1518255,372320,361073,57739,55560,155159,147115,14452,13812,1527416,1457267,1024276,972521,281271,273260,17578,16993,105797,100196,4069,3902,94425,90395,1111406,1055940,332105,322369,33475,32197,142583,135027,10432,9940,532508,513658,457476,441437,28048,27030,15842,15293,5292,5116,1732,1676,24118,23106,479273,462315,40215,38704,24264,23363,12576,12088,4020,3872
R,9,2020,9,4079246,2087014,1992232,1509033,1436207,312380,303344,32777,31680,108152,102405,5741,5479,118931,113117,1618375,1540125,375670,363753,57420,55247,152020,143949,14447,13710,1540532,1466527,1036204,981946,285087,276694,17910,17006,102968,97431,3996,3810,94367,89640,1123320,1064634,336034,325284,33962,32324,139420,131926,10372,9803,546482,525705,472829,454261,27293,26650,14867,14674,5184,4974,1745,1669,24564,23477,495055,475491,39636,38469,23458,22923,12600,12023,4075,3907
R,9,2020,10,4082397,2084083,1998314,1501694,1434860,312351,303259,32922,31912,111399,106856,5927,5778,119790,115649,1611960,1541162,376338,365559,57619,55947,155344,148879,14566,14029,1537134,1470859,1030950,980837,284096,275824,17440,17182,105722,101476,4049,3946,94877,91594,1118668,1065382,335483,325773,33404,32796,142186,136428,10385,9977,546949,527455,470744,454023,28255,27435,15482,14730,5677,5380,1878,1832,24913,24055,493292,475780,40855,39786,24215,23151,13158,12451,4181,4052
R,9,2020,11,4058533,2070133,1988400,1487866,1422363,313129,305681,33092,32056,112210,108399,6299,6133,117537,113768,1595821,1526868,376208,367538,57114,54962,155381,149593,14597,14227,1533469,1470906,1028602,979758,283784,277037,17432,16938,106162,102616,4276,4116,93213,90441,1114606,1063218,334649,326989,32900,31731,142024,136972,10374,10053,536664,517494,459264,442605,29345,28644,15660,15118,6048,5783,2023,2017,24324,23327,481215,463650,41559,40549,24214,23231,13357,12621,4223,4174
R,9,2020,12,4185214,2136431,2048783,1538468,1468022,324117,316141,34116,32729,115687,111579,6413,6167,117630,114145,1646362,1572758,387420,378467,57951,55961,158619,152585,14996,14151,1582728,1518288,1063034,1012901,294103,287344,17848,17424,109670,105773,4335,4136,93738,90710,1149352,1096462,345442,337847,33335,32360,145497,139886,10670,10009,553703,530495,475434,455121,30014,28797,16268,15305,6017,5806,2078,2031,23892,23435,497010,476296,41978,40620,24616,23601,13122,12699,4326,4142
R,9,2020,13,4221764,2155687,2066077,1559108,1488633,325511,316429,34809,33412,114980,110300,6409,6312,114870,110991,1664493,1590284,386985,376477,58726,56462,156785,150191,14799,14357,1597892,1530340,1079345,1027720,295795,287840,18067,17786,108985,104597,4352,4232,91348,88165,1163520,1108775,345549,336502,33604,32632,143723,137796,10526,10132,557795,535737,479763,460913,29716,28589,16742,15626,5995,5703,2057,2080,23522,22826,500973,481509,41436,39975,25122,23830,13062,12395,4273,4225
R,9,2020,14,4191102,2141311,2049791,1557280,1483337,319010,310822,34415,32884,113828,110430,6341,6076,110437,106242,1658490,1580677,377315,367524,57744,55228,154543,149047,14402,13715,1593781,1524115,1084929,1029689,290524,283171,18036,17550,107906,104999,4312,4096,88074,84610,1165953,1107495,337844,329312,33192,32027,142025,137222,10276,9714,547530,525676,472351,453648,28486,27651,16379,15334,5922,5431,2029,1980,22363,21632,492537,473182,39471,38212,24552,23201,12518,11825,4126,4001
R,9,2020,15,4181416,2134566,2046850,1559804,1485015,313891,305827,33980,33076,115130,114161,6355,6211,105406,102560,1656305,1578710,368885,359809,56815,55146,154114,151739,13959,13625,1596144,1530678,1094083,1038524,286113,279166,17992,17591,109552,108905,4354,4331,84050,82161,1171346,1113817,330790,323257,32840,32000,142239,140538,9968,9870,538422,516172,465721,446491,27778,26661,15988,15485,5578,5256,2001,1880,21356,20399,484959,464893,38095,36552,23975,23146,11875,11201,3991,3755
R,9,2020,16,4182872,2133511,2049361,1565242,1492780,310871,303083,33182,32183,116275,116413,6196,5908,101745,98994,1658255,1583246,363201,354402,55588,54000,154286,152987,13731,13177,1607481,1542771,1108799,1053507,284259,277395,17904,17219,110738,111149,4322,4121,81459,79380,1183563,1126267,326783,319337,32712,31715,142769,141951,9973,9516,526030,506590,456443,439273,26612,25688,15278,14964,5537,5264,1874,1787,20286,19614,474692,456979,36418,35065,22876,22285,11517,11036,3758,3661
R,9,2020,17,4173032,2127956,2045076,1564560,1492115,309447,302124,32779,31783,117441,118045,6098,5815,97631,95194,1653649,1579036,359348,350898,54923,53391,153634,153385,13437,12806,1609822,1545146,1114596,1057627,283183,277222,17580,16982,112032,112867,4248,4088,78183,76360,1186208,1127617,323856,317046,32259,31404,142507,142585,9727,9375,518134,499930,449964,434488,26264,24902,15199,14801,5409,5178,1850,1727,19448,18834,467441,451419,35492,33852,22664,21987,11127,10800,3710,3431
R,9,2020,18,4180724,2132413,2048311,1566361,1493599,315567,307960,32932,31597,117640,117140,5970,5782,93943,92233,1651949,1577446,363242,355459,54856,53296,152292,150627,13103,12648,1617151,1552240,1117882,1061692,289666,283128,17824,17167,112377,112199,4221,4055,75181,73999,1186587,1129245,328578,321943,32351,31691,141512,140349,9632,9253,515262,496071,448479,431907,25901,24832,15108,14430,5263,4941,1749,1727,18762,18234,465362,448201,34664,33516,22505,21605,10780,10278,3471,3395
R,9,2020,19,4263180,2175979,2087201,1594441,1519643,325487,316826,32904,31832,123133,121944,5975,5827,94039,91129,1679846,1602603,373179,363457,55297,53580,157792,154987,13128,12762,1659043,1591043,1144132,1087132,299438,292156,18033,17553,117946,117068,4234,4057,75260,73077,1212616,1153876,338245,330287,33074,32172,147201,144943,9628,9310,516936,496158,450309,432511,26049,24670,14871,14279,5187,4876,1741,1770,18779,18052,467230,448727,34934,33170,22223,21408,10591,10044,3500,3452
R,9,2020,20,4347185,2222105,2125080,1625801,1543386,337803,328519,33968,32537,125416,124480,6191,5910,92926,90248,1710340,1625147,384611,374750,56830,54641,159207,156898,13235,12812,1700510,1627428,1170864,1109674,311802,303580,18738,17978,120227,119580,4438,4193,74441,72423,1238718,1175466,349891,341347,34124,33024,148844,146880,9810,9423,521595,497652,454937,433712,26001,24939,15230,14559,5189,4900,1753,1717,18485,17825,471622,449681,34720,33403,22706,21617,10363,10018,3425,3389
R,9,2020,21,4294021,2195744,2098277,1611721,1530070,330888,320974,33038,31959,123706,122266,6118,5700,90273,87308,1693650,1609030,376177,365615,55620,54044,156217,153213,13272,12414,1688279,1614445,1168959,1108060,305503,296790,18380,17976,118623,117481,4371,4101,72443,70037,1234884,1171538,342485,333335,33807,33148,146068,143425,9820,9211,507465,483832,442762,422010,25385,24184,14658,13983,5083,4785,1747,1599,17830,17271,458766,437492,33692,32280,21813,20896,10149,9788,3452,3203
R,9,2020,22,4307045,2200822,2106223,1610871,1531051,333086,323772,33023,31927,129863,128336,6119,5799,87860,85338,1690284,1608430,376856,366865,55459,53879,161370,158410,13046,12291,1698715,1628027,1172454,1113618,308088,299975,18327,17988,124843,123536,4379,4175,70624,68735,1236412,1176097,343895,335338,33705,33233,151514,148883,9728,9163,502107,478196,438417,417433,24998,23797,14696,13939,5020,4800,1740,1624,17236,16603,453872,432333,32961,31527,21754,20646,9856,9527,3318,3128
R,9,2020,23,4312080,2201480,2110600,1609925,1532857,330905,322656,32557,31503,137397,135127,6083,5675,84613,82782,1686486,1607589,372290,363723,54779,53495,168076,164564,12718,12126,1703853,1637452,1174924,1119136,306397,299531,18044,17848,132477,130407,4373,4130,67638,66400,1236276,1179132,339918,333002,33297,33119,158377,155292,9474,9091,497627,473148,435001,413721,24508,23125,14513,13655,4920,4720,1710,1545,16975,16382,450210,428457,32372,30721,21482,20376,9699,9272,3244,3035
R,9,2020,24,4354796,2224967,2129829,1627371,1545037,330843,324279,32850,31240,144168,142480,6334,5874,83401,80919,1702709,1617855,370819,363865,55475,53212,174438,171620,13014,12451,1728201,1658727,1192829,1132567,306620,301599,18265,17589,139301,137707,4585,4261,66601,65004,1253107,1191158,338937,333899,33730,32825,164997,162359,9766,9409,496766,471102,434542,412470,24223,22680,14585,13651,4867,4773,1749,1613,16800,15915,449602,426697,31882,29966,21745,20387,9441,9261,3248,3042
